text,score,match_type,team,label
"A comprehensive win in the end for Australia. After being put into bat, Finch gave them a dream start and whatever he connected went out of the park and he ended up hitting the highest ever individual score in T20Is. Chasing 249 was always a tough ask, but England started the chase on a perfect note, but lost 3 wickets in space of 2 overs which derailed their chase. Root once again played a wondeful innings despite getting hit on the grill. In the end the Australian bowling proved to be the game changer as they used the yorkers frequently. Bopara also played a fine hand, but the pressure got to him eventually.",Australia won by 39 runs,T20,England vs Australia,4
"Comprehensive victory in the end for England. It was a tough chase for the visitors, they lost Finch and Watson early. Warner led the chase with a spirited half century, but it all went downhill once he was dismissed. Maxwell did his best towards the end, but it was always a steep chase. Dernbach was the best England bowler and he ended up with three wickets.",England won by 27 runs,T20,England vs Australia,4
A comprehensive win for Australia in the end. Chasing 362 was always a tough ask. Australian bowlers struck at regular intervals to make matter even worse for Scotland. Johnson was the pick of the bowlers taking 4 for 36.,Australia won by 200 runs,ODI,Scotland vs Australia,3
"A clinical performance from Australia has helped them win this one quite easily. This is also their first win in an ODI against England since 2011. Put into bat, they posted a huge total on the board, thanks to Clarke's first ODI ton against England. Their bowlers then responded well with some accurate bowling. Mitch Johnson was at his best today and consistently bowled at over 93 MPH to trouble the English batsmen. Only Pietersen, Morgan and Buttler excelled with the bat, with rest of the batsmen falling to some poor strokes.",Australia won by 88 runs,ODI,England vs Australia,4
"A fantastic knock from Jos Buttler has helped England level the series 1-1. England were left floundering at the start when Clint McKay's hat-trick left the hosts at 8/3. It was tough going for Morgan and Carberry as they looked to rebuild the innings. However, after they got their eye in, they played some wonderful strokes and registered gritty fifties. The 104-run stand was broken by Watson who accounted for Morgan. However, some positive strokeplay from Buttler and some help from Stokes ensured England won this match by three wickets to remain unbeaten at Swalec. For Australia, this is their fourth loss in five ODIs at this venue.",England won by 3 wkts,ODI,England vs Australia,4
Australia have some silverware to take home at the end of their long English summer. The England batsman never really got going and lost early wickets. They were in the hunt until Bopara and Buttler shared a fine partnership but the batting powerplay helped Australia as both were dismissed in quick succession. The tail wagged for a while but they had too much to do and eventually were bowled out 49 runs short. Faulkner bagged three wickets while Johnson was again outstanding with the ball and picked up two wickets.,Australia won by 49 runs,ODI,England vs Australia,3
"This is an emphatic win for Bangaldesh. They were chasing a stiff total and did well to get there with 4 balls to spare. The openers gave them a good start as they added 61 and laid the platform. Shamsur was excellent and missed out on a well deserved hundred. He was well supported by Naeem Islam. In the end the cameo from Nasir Hossain took them home. The New Zealand bowlers were finding it difficult to get regular wickets, they could not get an early wicket and were under pressure most of the time during the run chase. The jinx continues for New Zealand, they have now been whitewashed twice in three years.",Bangladesh won by 4 wkts,ODI,Bangladesh vs New Zealand,3
"Bangladesh's poor record in T20Is continues as they slump to their 7th loss in 8 games. Skipper Rahim kept them in the hunt after a flurry of wickets at the start. He was well supported by Naeem and Nasir but pressure got the better of them as they lost wickets at regular intervals. Mahmudullah and Gazi shared a fantastic 57-run stand for the 7th wicket and threatened to take the game away from New Zealand. But in the end, the vistors held their nerve and now they will not be going home empty handed.",New Zealand won by 15 runs,T20,Bangladesh vs New Zealand,3
"What a story Yuvraj has written for himself. This was his comeback match and he is back with a bang. India were set a challenging target and they lost Rohit early. Raina and Dhawan gave them a good start in the powerplay until both were dismissed. Kohli threw his wicket away after getting a start. But it was the Yuvraj and Dhoni partnership of 102 that took India home. The former was the aggressor as he paced his innings superbly and scored his highest T20I score, he was well aided by his skipper who played second fiddle.",India won by 6 wkts,T20,India vs Australia,4
"A comfortable win in the end for Australia. India were off to a bad start losing Dhawan very early. Rohit Sharma, Virat Kohli and Suresh Raina, all started well but failed to convert it into bigger knocks. Dhoni failed for once and the lower order capitulated in the face of the mounting run-rate. Johnson was fiery in every spell and was probably the best bowler for the visitors. He was helped along very well by the rest of the bowlers as Australia take a 1-0 lead in the 7-match series.",Australia won by 72 runs,ODI,India vs Australia,2
"Excellent run chase and once again the top three batsmen set it up for the Indians. Dhawan started well, he was once again lucky tonight, dropped twice on 19 and 56, as he scored his 4th ODI hundred. He was well supported by Rohit Sharma as the pair added 178 runs for the 1st wicket. Rohit missed out on his ton, dismissed by a rank half-tracker from Finch. The stage was set for Virat Kohli. He continued with the form he showed in Jaipur as the target came down with every over, Dhawan was dismissed shortly after his hundred and India suffered a minor hiccup when the two out of form batsmen, Yuvraj Singh and Raina were dismissed in a Johnson over.*",India won by 6 wkts,ODI,India vs Australia,3
It is a comprehensive victory for Pakistan. South Africa never really got going. They kept losing wickets at regular intervals and none of the batsmen really got in. They struggled to get the spinners away. All the three spinners created all sorts of problems. Some of the batsmen got starts but no one went on to get a big one. The Pakistan bowling once again came to the rescue after their poor batting. Tanvir got the early wicket and the spinners came in and took control of the game. They were economical and took 6 wickets between them.,Pakistan won by 66 runs,ODI,Pakistan vs South Africa,2
"It has been a disciplined effort from South Africa to go 2-1 up in the series. The openers were looking good and added 50 runs for the first wicket. But it was that man again, Steyn, who came into the attack and got rid off the danger man Shehzad. They kept on getting wickets at regular intervals and once again Pakistani batsmen struggled to play Tahir, who ended up with career best figures in ODIs. There is lot to think about for Pakistan as their batsmen let them down again. Most of them got starts, but threw their wickets away. The partnership between Riaz and Tanvir looked promising but it was too late.",South Africa won by 68 runs,ODI,Pakistan vs South Africa,2
